Code,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region
000240,한국앤컴퍼니,KOSPI,,16160,1,110,0.69,16210,16240,16040,65516,1055712390,1534153478400,94935240,STK,기타 금융업,비금융지주회사,1968-12-27,12월,"조현범, 안종선(각자 대표이사)",http://www.hankook-technologygroup.com,경기도
018290,브이티,KOSDAQ,우량기업부,42350,1,8050,23.47,35300,42800,35300,5349471,216800050950,1516045596450,35798007,KSQ,기타 화학제품 제조업,"화장품, 라미네이팅필름, 라미네이팅기계",1994-09-07,12월,"강승곤,정철",http://www.vtgmpcorp.co.kr,경기도
008770,호텔신라,KOSPI,,37350,1,1450,4.04,36350,37850,36350,95386,3555644450,1465917319350,39248121,STK,기타 상품 전문 소매업,"면세판매,관광숙박,외식사업,예식업",1991-03-12,12월,이부진,http://www.hotelshilla.net,서울특별시
139130,DGB금융지주,KOSPI,,8660,1,220,2.61,8510,8740,8470,525223,4525711870,1464802913780,169145833,STK,기타 금융업,지주회사,2011-06-07,12월,황병우,http://www.dgbfg.co.kr,대구광역시
293490,카카오게임즈,KOSDAQ GLOBAL,우량기업부,17520,1,230,1.33,17460,17960,17300,213255,3757709990,1448641708080,82685029,KSQ,소프트웨어 개발 및 공급업,"모바일, PC게임 퍼블리싱",2020-09-10,12월,Sang Woo Han,http://kakaogames.com,경기도
007660,이수페타시스,KOSPI,,22750,2,-400,-1.73,23350,23750,22250,1902102,43743593700,1438856032250,63246419,STK,전자부품 제조업,"P.C.B(인쇄회로기판),M.L.B 제조",2003-10-07,12월,최창복,http://www.petasys.com,대구광역시
000080,하이트진로,KOSPI,,20300,1,430,2.16,20000,20350,20000,193919,3920821350,1423712303300,70133611,STK,알코올음료 제조업,"맥주, 소주",2009-10-19,12월,김인규,http://www.hitejinro.com,서울특별시
253450,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,47150,1,3100,7.04,44100,47950,44050,144777,6772016050,1417258180700,30058498,KSQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마 제작, 판매",2017-11-24,12월,Jang Kyung-ik,http://www.studiodragon.net,서울특별시
298380,에이비엘바이오,KOSDAQ,기술성장기업부,29350,1,2900,10.96,27000,29450,27000,807748,22991907150,1417074997700,48281942,KSQ,기초 의약물질 제조업,항체의약품 연구개발,2018-12-19,12월,이상훈,http://www.ablbio.com,경기도
042670,HD현대인프라코어,KOSPI,,7270,1,630,9.49,6770,7320,6770,1734311,12430196260,1400608153090,192655867,STK,특수 목적용 기계 제조업,"굴착기,엔진 제조,도소매",2001-02-02,12월,"조영철, 오승현",http://www.hd-infracore.com,인천광역시
047040,대우건설,KOSPI,,3365,1,185,5.82,3180,3370,3180,745383,2461234770,1398570176870,415622638,STK,건물 건설업,"아파트건설,토목공사,건축공사,포장공사,전기공사,무역/중장비 대여",2001-03-23,12월,백정완,http://daewooenc.com,서울특별시
000990,DB하이텍,KOSPI,,31500,1,2300,7.88,29200,31650,29200,243281,7528052050,1398555522000,44398588,STK,반도체 제조업,반도체 제조,1975-12-12,12월,조기석,http://www.dbhitek.co.kr,경기도
310210,보로노이,KOSDAQ,기술성장기업부,76000,1,6500,9.35,72000,77000,70900,237898,17670875700,1395100992000,18356592,KSQ,기초 의약물질 제조업,표적치료제,2022-06-24,12월,김현태,http://voronoi.io,인천광역시
140860,파크시스템스,KOSDAQ,우량기업부,199700,2,-2300,-1.14,209500,209500,198300,16417,3314775900,1395019726900,6985577,KSQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경,2015-12-17,12월,박상일,http://www.parkafm.co.kr,경기도
069620,대웅제약,KOSPI,,119900,1,4400,3.81,116600,120200,115600,17477,2072890900,1389230342500,11586575,STK,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",2002-11-01,12월,"이창재, 박성수",http://www.daewoong.co.kr,경기도
005850,에스엘,KOSPI,,29850,1,1450,5.11,28400,30100,28400,47522,1405141050,1386488322000,46448520,STK,자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",1988-11-08,12월,"이성엽,김한영",http://www.slworld.com,대구광역시
103140,풍산,KOSPI,,49350,1,3200,6.93,46550,49600,46450,181697,8813744100,1382998119300,28024278,STK,1차 비철금속 제조업,,2008-07-30,12월,"류진, 박우동",http://www.poongsan.co.kr,경기도
137310,에스디바이오센서,KOSPI,,11000,1,420,3.97,10570,11050,10570,192485,2085320050,1369250883000,124477353,STK,의료용 기기 제조업,STANDARD Q 항원/항체 진단키트(COVID-19 진단키트),2021-07-16,12월,"이효근,허태영",http://sdbiosensor.co.kr/,경기도
051915,LG화학우,KOSPI,,176400,1,9900,5.95,166500,176500,166100,26962,4663669100,1356304320000,7688800,STK,,,,,,,
073240,금호타이어,KOSPI,,4715,1,315,7.16,4440,4750,4440,518959,2411884680,1354432253205,287260287,STK,고무제품 제조업,"타이어,튜브 제조,도매,무역",2005-02-17,12월,정일택,http://www.kumhotire.co.kr,광주광역시
112040,위메이드,KOSDAQ,중견기업부,39850,1,250,0.63,39700,40500,38750,367387,14503992500,1352847047550,33948483,KSQ,소프트웨어 개발 및 공급업,"미르의전설2, 미르4",2009-12-18,12월,"Park, Kwan Ho",http://wemade.com,경기도
001570,금양,KOSPI,,21000,2,-1350,-6.04,22350,22700,20700,5209209,105669724600,1343311116000,63967196,STK,기초 화학물질 제조업,"발포제,사카린,OPTSA,베나졸,TCA 제조",1976-12-17,12월,류광지,http://www.kyc.co.kr,부산광역시
007390,네이처셀,KOSDAQ,중견기업부,20650,1,1260,6.5,19360,20750,18920,1659765,32714718840,1328975271400,64357156,KSQ,기초 의약물질 제조업,닥터쥬크르,1992-11-30,12월,"김주선, 변대중(각자대표)",http://www.naturecell.co.kr,서울특별시
036930,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,27750,2,-150,-0.54,28600,28600,27550,462480,12948433000,1311695907750,47268321,KSQ,특수 목적용 기계 제조업,LP CVD,1999-12-24,12월,황철주,http://www.jseng.com,경기도
357780,솔브레인,KOSDAQ,우량기업부,167700,1,8100,5.08,162500,168500,161600,16799,2774930000,1304465518200,7778566,KSQ,기타 화학제품 제조업,반도체 및 디스플레이 관련 화학재료 제조ㆍ판매 등,2020-08-06,12월,노환철,http://www.soulbrain.co.kr,경기도
214370,케어젠,KOSDAQ,벤처기업부,24250,1,1900,8.5,22850,24400,22550,121471,2860047400,1302588750000,53715000,KSQ,기초 의약물질 제조업,"성장인자, 바이오미메틱펩타이드 기반 안면, 두피, 바디 코스메슈티컬 제품",2015-11-17,12월,정용지,http://caregen.co.kr,경기도
006040,동원산업,KOSPI,,35750,1,1200,3.47,35000,35900,34650,19306,683098300,1287782746250,36021895,STK,기타 금융업,지주회사,1989-03-07,12월,"박문서,민은홍",http://www.dongwon.com,서울특별시
035760,CJ ENM,KOSDAQ GLOBAL,중견기업부,58600,1,1600,2.81,57700,60400,57700,63619,3749551300,1285048424400,21929154,KSQ,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,윤상현,http://www.cjmall.com,서울특별시
004170,신세계,KOSPI,,130400,1,4500,3.57,126400,131500,126400,22615,2936763700,1283811602400,9845181,STK,종합 소매업,"백화점,할인점(E마트)",1985-08-19,12월,박주형,http://www.shinsegae.com,서울특별시
078600,대주전자재료,KOSDAQ,우량기업부,82800,1,2800,3.5,80900,83200,80900,91611,7534280300,1281793100400,15480593,KSQ,전자부품 제조업,"전도성페이스트,태양전지 페이스트,고분자재료,PIG,이차전지용음극재료",2004-12-10,12월,"임일지,임중규(각자대표)",http://www.daejoo.co.kr,경기도
089030,테크윙,KOSDAQ,우량기업부,34200,2,-1850,-5.13,36500,36700,34050,1291279,45058372500,1277494659000,37353645,KSQ,특수 목적용 기계 제조업,"반도체테스트핸들러,C.O.K(Change Over Kit)",2011-11-10,12월,"나윤성, 장 남 각자대표",http://techwing.co.kr,경기도
161890,한국콜마,KOSPI,,53300,1,3500,7.03,50500,54200,50500,180314,9591619400,1258150604100,23605077,STK,기타 화학제품 제조업,"화장품, 의약품",2012-10-19,12월,최현규,http://https://www.kolmar.co.kr/,세종특별자치시
375500,DL이앤씨,KOSPI,,32050,1,1050,3.39,31300,32450,31100,98282,3146364550,1240130617150,38693623,STK,토목 건설업,토목 건설 사업,2021-01-25,12월,박상신,,서울특별시
082740,한화엔진,KOSPI,,14830,1,620,4.36,14260,15090,14260,502209,7423336500,1237521115860,83447142,STK,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,유문기,http://www.hanwha-engine.com,경상남도
001720,신영증권,KOSPI,,74600,1,100,0.13,75000,76200,74300,2986,222735600,1226424000000,16440000,STK,금융 지원 서비스업,증권업,1987-08-24,03월,"원종석, 황성엽",http://www.shinyoung.com,서울특별시
395400,SK리츠,KOSPI,,4495,1,75,1.7,4420,4520,4420,167139,749005145,1226185925700,272788860,STK,부동산 임대 및 공급업,서울 중구 소재 SK서린빌딩 및 전국 116개 주유소 임대 운영,2021-09-14,03월,에스케이리츠운용 주식회사,http://skreit.co.kr,서울특별시
009240,한샘,KOSPI,,51700,1,1000,1.97,50100,52300,50100,18342,949482900,1216704077600,23533928,STK,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",2002-07-16,12월,김유진(대표집행임원),http://company.hanssem.com,경기도
185750,종근당,KOSPI,,92200,1,6200,7.21,86100,92700,86100,33134,3005450400,1214681524000,13174420,STK,의약품 제조업,"딜라트렌,리피로우",2013-12-06,12월,김영주,http://www.ckdpharm.com,서울특별시
014820,동원시스템즈,KOSPI,,41700,1,1550,3.86,40500,41850,40500,17197,712620500,1208936459400,28991282,STK,플라스틱제품 제조업,포장용 플라스틱제품 제조 외,1994-03-29,12월,"조점근,서범원",http://dongwonsystems.com/,충청남도
294870,HDC현대산업개발,KOSPI,,18140,1,890,5.16,17350,18270,17350,234442,4207370840,1195558966200,65907330,STK,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"최익훈, 김회언, 조태제 (각자 대표이사)",http://www.hdc-dvp.com,서울특별시
067630,HLB생명과학,KOSDAQ,중견기업부,10010,1,140,1.42,10080,10080,9850,303908,3027594500,1187984838040,118679804,KSQ,의료용품 및 기타 의약 관련제품 제조업,"ESCO 사업, 신재생에너지 사업",2008-11-25,12월,"남상우, 한용해(각자대표)",http://www.hlb-ls.com,경기도
003090,대웅,KOSPI,,20350,1,670,3.4,19870,20500,19870,23413,475021380,1183189293000,58141980,STK,의약품 제조업,"지주회사/의약품,화공약품,농예약품,위생용품,의료용구,식품,전기전자기구,부품 제조,판매",1973-06-26,12월,윤재춘,http://www.daewoong.com/,경기도
067160,SOOP,KOSDAQ GLOBAL,우량기업부,102300,1,100,0.1,101600,104600,101600,61246,6313538900,1175914664100,11494767,KSQ,소프트웨어 개발 및 공급업,1인미디어플랫폼,2003-12-19,12월,"Seo Soo Kiel, Jung Chan Yong",http://corp.afreecatv.com,경기도
096530,씨젠,KOSDAQ,우량기업부,22500,1,1200,5.63,21550,22550,21550,169927,3751013450,1175084865000,52225994,KSQ,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품",2010-09-10,12월,"천종윤, 이대훈 각자대표이사",http://www.seegene.co.kr,서울특별시
103590,일진전기,KOSPI,,24600,1,2200,9.82,22800,24700,22750,1024109,24445519850,1173060594000,47685390,STK,절연선 및 케이블 제조업,,2008-08-01,12월,황수 (단독대표),,경기도
192080,더블유게임즈,KOSPI,,53400,1,1500,2.89,51900,53900,51300,44606,2350721500,1147881380400,21495906,STK,소프트웨어 개발 및 공급업,모바일게임,2019-03-12,12월,김가람,http://www.doubleugames.com,서울특별시
095340,ISC,KOSDAQ,우량기업부,53900,2,-200,-0.37,54200,56200,53500,127621,7018395400,1142521426200,21197058,KSQ,기계장비 및 관련 물품 도매업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김종우 (공동 대표이사)",http://isc21.kr,경기도
009970,영원무역홀딩스,KOSPI,,83400,1,900,1.09,83300,83800,81400,15085,1248053100,1137208372800,13635592,STK,기타 금융업,"스포츠의류(등산복,운동복,스키복) 도소매,수출,섬유봉제",1988-11-07,12월,성래은,,서울특별시
010060,OCI홀딩스,KOSPI,,59100,1,4200,7.65,55400,59300,55400,55625,3242417300,1130426562300,19127353,STK,기타 금융업,"타르제품,카본블랙,무수프탈산,농약원제,석탄화학제품,정밀화학제품,플라스틱창호재 제조,판매",1985-07-09,12월,"이우현, 서진석(2인, 각자 대표이사)",http://www.oci-holdings.co.kr,서울특별시
009450,경동나비엔,KOSPI,,77500,1,2600,3.47,74900,79000,74900,72503,5630653300,1129065880000,14568592,STK,가정용 기기 제조업,"가정용기름보일러,입형,횡형 온수보일러,가스보일러,버너,흡수식 냉온수기,전기보일러,진공온수보일러,태양열보일러 제조,판매",1993-08-31,12월,"손연호, 김종욱 (각자대표)",http://www.kdnavien.co.kr,경기도
089860,롯데렌탈,KOSPI,,30500,1,950,3.21,29200,30750,29200,178050,5350263650,1117338921500,36634063,STK,운송장비 임대업,"렌터카, 카셰어링(그린카), 중고차매매, 일반렌탈(측정기,OA, 리프트 등)",2021-08-19,12월,최진환,http://www.lotterental.com/,경기도
336260,두산퓨얼셀,KOSPI,,16920,1,890,5.55,16100,16950,16100,229002,3835754700,1108153843920,65493726,STK,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",연료전지,2019-10-18,12월,"정형락, 이두순 (각자 대표이사)",http://www.doosanfuelcell.com,전북특별자치도
014680,한솔케미칼,KOSPI,,97400,1,7500,8.34,91200,98000,91000,68500,6482425300,1104047993000,11335195,STK,기초 화학물질 제조업,"과산화수소,라텍스,요소수지,수소액화탄산,차아황산소다 제조,판매,디지털카메라용 인화필름 제조,수출",1989-05-20,12월,박원환,http://www.hansolchemical.com,서울특별시
005290,동진쎄미켐,KOSDAQ,우량기업부,21450,1,1050,5.15,20650,21550,20600,239244,5067655700,1102840896300,51414494,KSQ,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제",1999-12-21,12월,"이부섭, 이준혁",http://www.dongjin.com,인천광역시
267270,HD현대건설기계,KOSPI,,60200,1,3500,6.17,58400,61200,58300,237029,14240470400,1101996277200,18305586,STK,일반 목적용 기계 제조업,"굴삭기, 지게차, 휠로더 등",2017-05-10,12월,최철곤,http://www.hd-hyundaice.com,경기도
001120,LX인터내셔널,KOSPI,,28050,1,450,1.63,27750,28150,27650,85923,2403205100,1087218000000,38760000,STK,상품 중개업,"전자,기계,화공,유류.금속,의류 수출입,도소매",1976-01-30,12월,윤춘성,http://www.lxinternational.co.kr,서울특별시
240810,원익IPS,KOSDAQ GLOBAL,우량기업부,22050,1,750,3.52,21550,22300,21450,107904,2365565650,1082300017050,49083901,KSQ,특수 목적용 기계 제조업,반도체 제조용 기계,2016-05-02,12월,Tae Hyuk Ahn,http://www.ips.co.kr,경기도
005300,롯데칠성,KOSPI,,116100,1,2700,2.38,112900,116700,112900,6522,755350700,1077278432400,9278884,STK,비알코올음료 및 얼음 제조업,"청량음료,과채류음료,곡류음료,주류 제조,판매/자동차정비,연수원",1973-06-21,12월,"신동빈, 박윤기",http://company.lottechilsung.co.kr,서울특별시
001530,DI동일,KOSPI,,42500,0,0,0.0,0,0,0,0,0,1071666060000,25215672,STK,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시
204270,제이앤티씨,KOSDAQ,중견기업부,18300,1,1060,6.15,17430,18500,17420,482138,8746671650,1058626927800,57848466,KSQ,전자부품 제조업,"강화유리, 커넥터",2020-03-04,12월,"조남혁, 김윤택(각자 대표이사)",,경기도
011210,현대위아,KOSPI,,38900,1,1850,4.99,36950,38900,36950,50149,1921478350,1057888728700,27195083,STK,자동차 신품 부품 제조업,"자동차부품, 공작기계 등",2011-02-21,12월,정재욱,http://www.hyundai-wia.com,경상남도
007340,DN오토모티브,KOSPI,,17700,1,410,2.37,17290,17940,17290,65673,1160003250,1045465810500,59065865,STK,일차전지 및 이차전지 제조업,자동차용 밧데리,1988-09-24,12월,김상헌 김인환,http://www.dnautomotive.com,경상남도
069960,현대백화점,KOSPI,,45750,1,400,0.88,46000,47100,45500,50563,2331893350,1035268194750,22628813,STK,종합 소매업,백화점,2002-11-25,12월,"정지선, 정지영 (각자대표)",http://home.e-hyundai.com,서울특별시
280360,롯데웰푸드,KOSPI,,109100,1,4000,3.81,104600,109300,104000,12099,1300696600,1029312023400,9434574,STK,기타 식품 제조업,"껌,캔디,초코,비스켓,빙과",2017-10-30,12월,"신동빈, 이영구, 이창엽",http://www.lottewellfood.com,서울특별시
195940,HK이노엔,KOSDAQ GLOBAL,중견기업부,36100,1,1750,5.09,34550,36750,34550,157763,5678570100,1022709065100,28329891,KSQ,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,곽달원,http://www.inno-n.com,충청북도
020150,롯데에너지머티리얼즈,KOSPI,,22150,1,1150,5.48,21000,22500,21000,147504,3244398250,1021354995250,46110835,STK,전자부품 제조업,"인쇄회로기판(PCB)용 전해동박(ACF,UCF),에폭시용 동박,전해콘덴서용 알루미늄박 제조,판매",2011-03-04,12월,김연섭,http://www.lotteenergymaterials.com,전북특별자치도
086900,메디톡스,KOSDAQ,우량기업부,136500,1,17600,14.8,119800,138100,118900,186959,24469968900,996244840500,7298497,KSQ,기초 의약물질 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발",2009-01-16,12월,정현호,http://www.medytox.com,충청북도
415640,KB발해인프라,KOSPI,,8090,1,40,0.5,8050,8120,8000,102964,832289490,991393483320,122545548,STK,신탁업 및 집합투자업,,2024-11-29,12월,법인이사 케이비자산운용(주),,서울특별시
137400,피엔티,KOSDAQ GLOBAL,우량기업부,41450,1,1900,4.8,40100,41700,40000,142240,5839173300,984150914700,23743086,KSQ,특수 목적용 기계 제조업,2차전지 및 전자소재용 Roll-to-Roll 장비,2012-07-06,12월,김준섭,http://www.epnt.co.kr,경상북도
001800,오리온홀딩스,KOSPI,,15560,1,310,2.03,15370,15560,15250,72340,1116678590,974762766320,62645422,STK,기타 금융업,자회사 관리 지주사업 등,1975-06-27,12월,허인철,http://www.oriongroup.co.kr,서울특별시
248070,솔루엠,KOSPI,,19350,1,990,5.39,18370,19490,18370,149546,2874753840,967607411850,50005551,STK,전자부품 제조업,"POWER, 3in1 Board, ESL 등",2021-02-02,12월,전성호,http://www.solum-group.co.kr,경기도
365550,ESR켄달스퀘어리츠,KOSPI,,4505,1,85,1.92,4420,4595,4420,59738,268292525,959965945000,213089000,STK,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,조주현,http://www.esrks-reit.com,서울특별시
004000,롯데정밀화학,KOSPI,,37200,1,3000,8.77,34850,37250,34600,128303,4700180250,959760000000,25800000,STK,기초 화학물질 제조업,"염소·셀룰로스계열, 암모니아 계열, 전자재료 등 화학제품 제조",1976-04-15,12월,김용석,http://www.lottefinechem.com,울산광역시
300720,한일시멘트,KOSPI,,13840,1,410,3.05,13560,13850,13500,58109,800056110,958579713600,69261540,STK,"시멘트, 석회, 플라스터 및 그 제품 제조업","시멘트, 레미콘, 레미탈",2018-08-06,12월,전근식,http://www.hanilcement.com,서울특별시
298020,효성티앤씨,KOSPI,,219500,1,13500,6.55,207500,221000,207500,22298,4832947500,949926199000,4327682,STK,화학섬유 제조업,"섬유, 산업자재, 화학, 중공업, 건설, 무역,금융 등",2018-07-13,12월,김치형,http://www.hyosungtnc.com,서울특별시
004490,세방전지,KOSPI,,67200,1,5000,8.04,62200,67500,62200,50353,3321929900,940800000000,14000000,STK,일차전지 및 이차전지 제조업,"자동차용 및 산업용 축전지(연축전지) 제조,판매",1987-11-28,12월,대표이사 김대웅,http://www.gbattery.com,서울특별시
085620,미래에셋생명,KOSPI,,5270,1,20,0.38,5290,5290,5230,25658,134982070,932875316030,177016189,STK,보험업,생명보험상품,2015-07-08,12월,"김재식, 황문규",http://life.miraeasset.com,서울특별시
457190,이수스페셜티케미컬,KOSPI,,30800,1,1700,5.84,29350,31100,29350,151110,4589823000,930415024000,30208280,STK,기초 화학물질 제조업,석유화학제품 및 정밀화학제품,2023-05-31,12월,류승호,http://www.isuspecialtychemical.com,서울특별시
001740,SK네트웍스,KOSPI,,4165,1,55,1.34,4130,4190,4105,374902,1559094605,921622461830,221277902,STK,기타 전문 도매업,"정보통신 유통, 자동차 관리, 글로벌 트레이딩, 호텔&리조트",1977-06-30,12월,이호정,http://www.sknetworks.co.kr,경기도
002840,미원상사,KOSPI,,193500,1,2100,1.1,190500,194900,190400,2759,533063900,919125000000,4750000,STK,기타 화학제품 제조업,"계면활성제,분황,황산,도료첨가제,프라스틱첨가제 제조",1989-09-25,12월,"홍창식, 강신우(각자대표)",http://www.mwc.co.kr,경기도
082640,동양생명,KOSPI,,5600,1,210,3.9,5390,5610,5390,128745,708705980,903608076000,161358585,STK,보험업,생명보험,2009-10-08,12월,이문구,http://www.myangel.co.kr,서울특별시
078130,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,901924696800,1127405871,KSQ,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)",2004-10-22,12월,강태현,http://www.kukilpaper.co.kr,경기도
034230,파라다이스,KOSPI,,9790,1,380,4.04,9410,9870,9410,121120,1177567580,898444189170,91771623,STK,유원지 및 기타 오락관련 서비스업,"카지노, 호텔, 복합리조트",2024-06-24,12월,"최종환, 최성욱",http://www.paradise.co.kr/ko/main,서울특별시
140410,메지온,KOSDAQ,중견기업부,29650,1,1000,3.49,29300,29800,29000,34108,1003365650,888412942050,29963337,KSQ,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제",2012-01-20,12월,박동현,,서울특별시
000815,삼성화재우,KOSPI,,276000,3,0,0.0,274000,278500,272500,11303,3108301500,880992000000,3192000,STK,,,,,,,
039130,하나투어,KOSPI,,54200,1,1200,2.26,53500,55100,53100,52047,2824839500,869323827000,16039185,STK,여행사 및 기타 여행보조 서비스업,"일반여행알선,컴퓨터프로그램 개발,보급,통신판매",2011-11-01,12월,송미선,http://www.hanatour.com,서울특별시
229640,LS에코에너지,KOSPI,,28350,1,2550,9.88,25850,28350,25850,345308,9517438000,868215319650,30624879,STK,기타 금융업,,2016-09-22,12월,이상호,http://www.lsecoenergy.com,서울특별시
042000,카페24,KOSDAQ,기술성장기업부,35700,1,2650,8.02,33750,35950,33650,783455,27500886250,865834027800,24253054,KSQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","쇼핑몰솔루션, 광고솔루션, 호스팅솔루션",2018-02-08,12월,이재석,http://www.cafe24.com,서울특별시
039200,오스코텍,KOSDAQ,벤처기업부,22600,1,900,4.15,21850,22600,21850,175869,3920109200,864397477600,38247676,KSQ,의약품 제조업,"뼈이식재,건강식품소재",2007-01-17,12월,"김정근, 윤태영",http://www.oscotec.com,경기도
225570,넥슨게임즈,KOSDAQ,우량기업부,13040,1,480,3.82,12500,13150,12500,447629,5773009450,858816668960,65860174,KSQ,소프트웨어 개발 및 공급업,온라인 및 모바일 게임,2015-09-25,12월,박용현,http://nexongames.co.kr,서울특별시
053800,안랩,KOSDAQ,우량기업부,77000,2,-5000,-6.1,79400,89400,75400,3637618,306180434500,856740962000,11126506,KSQ,소프트웨어 개발 및 공급업,바이러스백신 프로그램,2001-09-13,12월,강석균,http://www.ahnlab.com,경기도
108320,LX세미콘,KOSPI,,52600,1,2300,4.57,50200,52700,50200,37496,1947379900,855502180000,16264300,STK,반도체 제조업,Display Driver IC,2022-11-03,12월,이윤태,http://www.lxsemicon.com,대전광역시
079160,CJ CGV,KOSPI,,5160,1,165,3.3,5100,5190,5020,324125,1665404670,854393181840,165580074,STK,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시
330590,롯데리츠,KOSPI,,2945,1,55,1.9,2895,2970,2895,156101,460022570,851013363380,288968884,STK,부동산 임대 및 공급업,부동산투자,2019-10-30,06월,롯데에이엠씨 주식회사,http://www.lottereit.co.kr/,서울특별시
950210,프레스티지바이오파마,KOSPI,,14090,1,740,5.54,13510,14400,13510,62244,869918140,846754823950,60096155,STK,자연과학 및 공학 연구개발업,바이오시밀러 및 항체의약품 신약,2021-02-05,06월,박소연,http://www.prestigebiopharma.com,싱가포르
003850,보령,KOSPI,,9710,1,530,5.77,9240,9740,9230,146479,1406717930,842703779970,86787207,STK,의약품 제조업,"의약품(제산제(겔포스),구심,용각산,고혈압치료제(카프릴),소염진통제(멘소레담),항생제(듀리세프),혈전치료제(아스트릭스)) 제조",1988-10-24,12월,"김정균, 장두현",http://www.boryung.co.kr,서울특별시
376300,디어유,KOSDAQ,기술성장기업부,35350,1,2600,7.94,32700,36200,32700,213792,7552944450,839152652100,23738406,KSQ,소프트웨어 개발 및 공급업,"모바일 어플리케이션(DearU bubble, Lysn)",2021-11-10,12월,안종오,http://www.dear-u.co,서울특별시
122870,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,44600,1,1400,3.24,43850,45350,43650,199284,8905871500,833620785400,18691049,KSQ,오디오물 출판 및 원판 녹음업,"음악 및 기타 오디오물 출판, 신인 아티스트 육성 및 매니지먼트",2011-11-23,12월,양민석 (단독대표이사),http://www.ygfamily.com,서울특별시
003540,대신증권,KOSPI,,16260,1,260,1.63,16000,16320,15990,48822,790134230,825575484000,50773400,STK,금융 지원 서비스업,"유가증권 위탁매매,인수주선,자기매매 기타 금융서비스",1975-10-01,12월,오익근,http://www.daishin.com,서울특별시
115450,HLB테라퓨틱스,KOSDAQ,중견기업부,10190,1,160,1.6,10140,10230,9960,438071,4417537850,816625917270,80139933,KSQ,기타 전문 도매업,"임베디드 GUI 미들웨어 FXUI-2D, FXUI-3D",2010-03-26,12월,안기홍,,경기도
051980,중앙첨단소재,KOSDAQ,중견기업부,8160,1,500,6.53,7900,8300,7850,938577,7556806090,815681784480,99961003,KSQ,통신 및 방송 장비 제조업,PVC샤시,2001-07-31,12월,김영신,http://joongang.co.kr,경기도
002710,TCC스틸,KOSPI,,30900,1,1950,6.74,29250,31000,29250,153400,4660049950,810003237300,26213697,STK,1차 철강 제조업,"석도강판,표면처리강판 제조,판매",1984-12-21,12월,"손봉락, 조석희, 손기영 (각자대표)",http://www.tccsteel.com,경상북도
192400,쿠쿠홀딩스,KOSPI,,22700,1,550,2.48,22150,23100,22150,16181,368703950,807261599500,35562185,STK,기타 금융업,주방용 전기기기 제조업,2014-08-06,12월,구본학,http://www.cuckoo.co.kr,경상남도
298050,HS효성첨단소재,KOSPI,,180000,1,13500,8.11,166600,181000,166600,14992,2635786000,806390640000,4479948,STK,화학섬유 제조업,PET타이어코드,2018-07-13,12월,"조용수, 성낙양(각자 대표이사)",http://www.hyosungadvancedmaterials.com,서울특별시
085660,차바이오텍,KOSDAQ,중견기업부,14280,1,910,6.81,13540,14290,13540,151369,2125476990,804170246040,56314443,KSQ,기초 의약물질 제조업,"세포치료제 개발, 제대혈 보관 등",2005-12-27,12월,오상훈 (단독대표),http://www.chabio.com,서울특별시
