Code,Name,Volatility,TotalReturn,Sector,Volume,Amount,Marcap,Risk
031440,신세계푸드,3.74,-2.42,"호텔,레스토랑,레저",33266,1141177800,132632440000,3
006840,AK홀딩스,2.25,-25.39,화학,12915,129008630,132078183170,2
001045,CJ우,1.04,-1.72,복합기업,377,21635800,129510777900,1
024090,디씨엠,1.08,-8.33,비철금속,797,9029510,129162000000,1
033180,KH 필룩스,0.0,0.0,전기제품,0,0,128260035150,1
317400,자이에스앤디,1.96,-18.31,건설,6508,21463195,127400578200,2
003720,삼영,2.86,-26.09,화학,176769,660096075,127160000000,2
014160,대영포장,2.01,6.26,포장재,16835387,20588509514,126388044134,2
210540,디와이파워,1.89,-9.03,기계,11720,132387280,126537973680,2
063160,종근당바이오,2.48,-23.37,제약,8366,191930850,126177126000,2
014580,태경비케이,2.48,2.0,비철금속,39322,179159135,126054767000,2
007210,벽산,1.84,-9.17,건축자재,38496,71366572,125796720000,2
020120,키다리스튜디오,3.33,-8.89,양방향미디어와서비스,17709,59207655,125090210250,3
003460,유화증권,0.83,-3.73,증권,5732,12602910,124461800925,1
00279K,아모레G3우(전환),1.09,-10.06,화장품,1989,34886470,124326266000,1
006890,태경케미컬,1.77,-8.63,화학,25062,267564300,124004000000,2
017550,수산중공업,2.07,16.5,기계,106745,208247694,123363080010,2
015590,KIB플러그에너지,2.4,32.05,기계,0,0,122045495160,2
014530,극동유화,1.51,-8.96,석유와가스,28772,100748810,122391664200,1
009070,KCTC,2.31,-16.62,항공화물운송과물류,61881,248011350,120750000000,2
012610,경인양행,1.73,-9.06,화학,54715,156600960,120479376675,2
003780,진양산업,5.31,42.57,화학,386768,3613161430,120380000000,3
012800,대창,4.08,1.69,비철금속,1190620,1559489681,120396599179,3
120030,조선선재,0.88,-1.04,철강,114,10861400,119979905400,1
001080,만호제강,2.97,-12.79,철강,8179,235868550,119105000000,2
002780,진흥기업,2.39,0.0,건설,100246,82545882,119286830900,2
023450,동남합성,1.6,2.87,화학,591,20177400,119000000000,1
004310,현대약품,3.11,-12.78,제약,37581,138385460,118080000000,2
058850,KTcs,2.97,-10.28,상업서비스와공급품,115037,315175140,117383750000,2
014280,금강공업,2.8,-8.47,건축제품,32968,130072720,117464074785,2
248170,샘표식품,2.32,-9.54,식품,2536,65013000,117176535900,2
012600,청호ICT,0.0,0.0,컴퓨터와주변기기,0,0,116119947330,1
002720,국제약품,3.12,1.11,제약,199821,1083870050,115532682720,2
016710,대성홀딩스,0.99,-10.54,가스유틸리티,7663,54326240,114396053490,1
033530,SJG세종,2.0,-15.25,자동차부품,17650,71919715,113787730490,2
005870,휴니드,4.77,-1.35,우주항공과국방,89733,717996370,113775080900,3
002210,동성제약,2.03,-4.08,제약,55323,241294410,113669724350,2
013580,계룡건설,1.35,-7.74,건설,21264,268085360,113601137040,1
487570,HS효성,1.94,-26.42,복합기업,1682,51109450,113081884450,2
007540,샘표,1.83,-12.78,식품,407,15892950,112875150000,2
012690,모나리자,4.43,-1.44,가정용품,88254,269390520,112456609125,3
089470,HDC현대EP,1.71,-15.52,자동차부품,3852,13454720,111969000000,2
017370,우신시스템,3.07,-11.09,자동차부품,28595,172285080,111532588860,2
002200,한국수출포장,0.84,7.12,포장재,52327,145597795,111400000000,1
019440,세아특수강,1.1,-6.2,철강,7946,102428620,111152900000,1
004140,동방,2.57,-8.53,항공화물운송과물류,419059,961535695,111054638290,2
011150,CJ씨푸드,2.69,-5.26,식품,201918,613313585,110127819245,2
003480,한진중공업홀딩스,1.32,5.16,가스유틸리티,9632,35411565,108226760980,1
004830,덕성,4.53,4.07,"섬유,의류,신발,호화품",98126,672265660,108192000000,3
139990,아주스틸,1.96,-20.87,철강,19011,77388520,107927218080,2
034590,인천도시가스,0.51,-3.91,가스유틸리티,3667,89793800,107400210700,1
013570,디와이,2.01,-15.95,기계,19380,78942375,107778897135,2
002450,삼익악기,1.42,8.89,레저용장비와제품,26159,30671065,106464356040,1
