Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId,Sector
196170,KR7196170005,알테오젠,KOSDAQ GLOBAL,기술성장기업부,301000,2,-500,-0.17,305000,311500,297000,1730717,525250918500,16048967228000,53318828,KSQ,생물공학
247540,KR7247540008,에코프로비엠,KOSDAQ GLOBAL,우량기업부,108000,2,-1900,-1.73,109900,112300,106600,652732,71118546700,10562545152000,97801344,KSQ,전기제품
028300,KR7028300002,HLB,KOSDAQ,중견기업부,70300,1,4300,6.52,67000,71300,65500,1429918,98751716800,9236536539900,131387433,KSQ,건강관리장비와용품
086520,KR7086520004,에코프로,KOSDAQ,우량기업부,57000,2,-1700,-2.9,58700,59600,56400,1384361,79705022900,7588885380000,133138340,KSQ,화학
141080,KR7141080002,리가켐바이오,KOSDAQ GLOBAL,기술성장기업부,103700,2,-4800,-4.42,107700,110300,102300,947826,99501092400,3796492050600,36610338,KSQ,제약
000250,KR7000250001,삼천당제약,KOSDAQ,중견기업부,147000,2,-6800,-4.42,152000,158600,146300,770503,117461892800,3448248384000,23457472,KSQ,제약
145020,KR7145020004,휴젤,KOSDAQ GLOBAL,우량기업부,266500,2,-10500,-3.79,277500,278000,266500,49255,13349006500,3358974794500,12604033,KSQ,생물공학
065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,117100,2,-4600,-3.78,126000,128500,114100,1152223,140423837000,3218370310800,27483948,KSQ,가정용기기와용품
214150,KR7214150005,클래시스,KOSDAQ GLOBAL,우량기업부,48350,1,50,0.1,47700,48350,46700,159508,7580084700,3167198612650,65505659,KSQ,건강관리장비와용품
058470,KR7058470006,리노공업,KOSDAQ GLOBAL,우량기업부,192000,2,-2900,-1.49,190800,196000,190300,76072,14598975700,2926535040000,15242370,KSQ,반도체와반도체장비
277810,KR7277810008,레인보우로보틱스,KOSDAQ,기술성장기업부,141200,2,-2500,-1.74,144500,146500,138800,144003,20360098300,2739259949600,19399858,KSQ,기계
214450,KR7214450009,파마리서치,KOSDAQ GLOBAL,우량기업부,255500,2,-7000,-2.67,262500,267500,252000,112048,28905669000,2685202800000,10509600,KSQ,건강관리장비와용품
348370,KR7348370008,엔켐,KOSDAQ,벤처기업부,120500,2,-4300,-3.45,124000,126100,117500,317114,38344454600,2543782112500,21110225,KSQ,전기제품
035900,KR7035900000,JYP Ent.,KOSDAQ GLOBAL,우량기업부,68600,2,-1800,-2.56,70100,70300,67500,327433,22518286600,2437528951200,35532492,KSQ,방송과엔터테인먼트
068760,KR7068760008,셀트리온제약,KOSDAQ,우량기업부,56100,2,-2800,-4.75,58100,59400,55900,193371,10979344500,2333961230700,41603587,KSQ,제약
087010,KR7087010005,펩트론,KOSDAQ,기술성장기업부,99000,2,-100,-0.1,101000,106000,95800,1111920,111625686800,2306437650000,23297350,KSQ,생물공학
403870,KR7403870009,HPSP,KOSDAQ GLOBAL,중견기업부,25600,2,-500,-1.92,26000,26700,25400,541848,14018712600,2130303385600,83214976,KSQ,반도체와반도체장비
257720,KR7257720003,실리콘투,KOSDAQ,벤처기업부,30700,2,-1000,-3.15,31500,32450,30350,1011725,31410737300,1868808283800,60873234,KSQ,인터넷과카탈로그소매
950160,KR8840120008,코오롱티슈진,KOSDAQ,외국기업(소속부없음),22400,2,-1150,-4.88,23250,23800,22200,313287,7129148300,1780047584000,79466410,KSQ,생물공학
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,61200,2,-1900,-3.01,62500,63400,60000,1085468,66192033200,1771305480000,28942900,KSQ,건강관리기술
263750,KR7263750002,펄어비스,KOSDAQ GLOBAL,우량기업부,27250,1,50,0.18,27200,27300,26750,178987,4832910450,1750754048750,64247855,KSQ,게임엔터테인먼트
237690,KR7237690003,에스티팜,KOSDAQ GLOBAL,우량기업부,86700,2,-300,-0.34,86900,89600,85900,126123,11007683700,1745731377000,20135310,KSQ,제약
041510,KR7041510009,에스엠,KOSDAQ,우량기업부,74700,2,-2300,-2.99,76700,76800,73800,99749,7475938200,1744515936900,23353627,KSQ,방송과엔터테인먼트
039030,KR7039030002,이오테크닉스,KOSDAQ GLOBAL,우량기업부,139300,1,7300,5.53,130500,146200,130500,365938,51514383700,1716113315000,12319550,KSQ,반도체와반도체장비
095340,KR7095340006,ISC,KOSDAQ,우량기업부,70700,1,2400,3.51,68200,72100,68200,328953,23361293500,1498632000600,21197058,KSQ,반도체와반도체장비
214370,KR7214370009,케어젠,KOSDAQ,벤처기업부,27600,2,-900,-3.16,28050,28650,27000,160567,4466476900,1482534000000,53715000,KSQ,건강관리업체및서비스
089030,KR7089030001,테크윙,KOSDAQ,우량기업부,39400,1,2700,7.36,36400,40900,36150,2298083,91062804300,1471733613000,37353645,KSQ,반도체와반도체장비
178320,KR7178320008,서진시스템,KOSDAQ,우량기업부,25950,2,-550,-2.08,26550,27050,25650,672548,17662935450,1459634406300,56247954,KSQ,전기제품
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,79500,2,-4500,-5.36,83100,85300,78100,325279,26185346600,1459349064000,18356592,KSQ,제약
140860,KR7140860008,파크시스템스,KOSDAQ,우량기업부,207000,1,7500,3.76,201000,214000,199500,38160,7952366100,1446014439000,6985577,KSQ,전자장비와기기
293490,KR7293490009,카카오게임즈,KOSDAQ GLOBAL,우량기업부,16750,2,-250,-1.47,17000,17250,16510,378526,6321835430,1387486735750,82835029,KSQ,게임엔터테인먼트
018290,KR7018290007,브이티,KOSDAQ,우량기업부,38550,2,-1350,-3.38,39900,40900,37350,1010905,38981099350,1380013169850,35798007,KSQ,화장품
298380,KR7298380007,에이비엘바이오,KOSDAQ,기술성장기업부,28450,2,-50,-0.18,28200,29200,27850,575385,16334583550,1373621249900,48281942,KSQ,생물공학
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,28750,2,-950,-3.2,29700,30400,28700,341367,9998236150,1358964228750,47268321,KSQ,반도체와반도체장비
253450,KR7253450001,스튜디오드래곤,KOSDAQ GLOBAL,우량기업부,43950,2,-1800,-3.93,45050,45800,43000,122713,5352549700,1321070987100,30058498,KSQ,방송과엔터테인먼트
007390,KR7007390008,네이처셀,KOSDAQ,중견기업부,19900,2,-100,-0.5,19920,20250,19750,497363,9922663310,1280707404400,64357156,KSQ,생물공학
357780,KR7357780006,솔브레인,KOSDAQ,우량기업부,164200,1,800,0.49,163600,166300,161200,15816,2581023200,1277240537200,7778566,KSQ,반도체와반도체장비
112040,KR7112040001,위메이드,KOSDAQ,중견기업부,35500,2,-300,-0.84,35500,36350,35200,143227,5120251950,1205171146500,33948483,KSQ,게임엔터테인먼트
035760,KR7035760008,CJ ENM,KOSDAQ GLOBAL,중견기업부,54500,2,-1200,-2.15,55500,55700,53400,86753,4681196700,1195138893000,21929154,KSQ,방송과엔터테인먼트
096530,KR7096530001,씨젠,KOSDAQ,우량기업부,22650,2,-650,-2.79,23150,23300,22550,148727,3381265050,1182918764100,52225994,KSQ,생명과학도구및서비스
078600,KR7078600004,대주전자재료,KOSDAQ,우량기업부,74800,2,-900,-1.19,74600,76500,73700,105245,7877997700,1157948356400,15480593,KSQ,전자장비와기기
067630,KR7067630004,HLB생명과학,KOSDAQ,중견기업부,9750,1,40,0.41,9710,10080,9530,723621,7116946150,1157130731250,118680075,KSQ,제약
240810,KR7240810002,원익IPS,KOSDAQ GLOBAL,우량기업부,22150,2,-100,-0.45,22000,22650,21850,117531,2602571150,1087208407150,49083901,KSQ,반도체와반도체장비
204270,KR7204270003,제이앤티씨,KOSDAQ,중견기업부,18470,2,-430,-2.28,18850,19590,18190,499135,9337326270,1068461167020,57848466,KSQ,핸드셋
005290,KR7005290002,동진쎄미켐,KOSDAQ,우량기업부,20700,2,-350,-1.66,20900,21350,20550,272439,5680472500,1064280025800,51414494,KSQ,반도체와반도체장비
067160,KR7067160002,SOOP,KOSDAQ GLOBAL,우량기업부,91700,2,-800,-0.86,92500,93700,91200,35253,3246445500,1054070133900,11494767,KSQ,양방향미디어와서비스
195940,KR7195940002,HK이노엔,KOSDAQ GLOBAL,중견기업부,35250,2,-750,-2.08,35900,36050,35000,119092,4218005850,998628657750,28329891,KSQ,제약
140410,KR7140410002,메지온,KOSDAQ,중견기업부,30800,2,-1000,-3.14,31700,31900,30300,120674,3705423250,922870779600,29963337,KSQ,식품
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,11510,2,-30,-0.26,11540,11870,11320,972307,11223294400,922410628830,80139933,KSQ,제약
086900,KR7086900008,메디톡스,KOSDAQ,우량기업부,123700,2,-400,-0.32,122600,126300,122600,35701,4430878200,902824078900,7298497,KSQ,생물공학
078130,KR7078130002,국일제지,KOSDAQ,관리종목(소속부없음),800,0,0,0.0,0,0,0,0,0,901924696800,1127405871,KSQ,종이와목재
039200,KR7039200001,오스코텍,KOSDAQ,벤처기업부,23450,2,-200,-0.85,23500,23600,22800,186063,4310464300,896908002200,38247676,KSQ,생물공학
137400,KR7137400008,피엔티,KOSDAQ GLOBAL,우량기업부,37350,2,-1100,-2.86,38300,38450,36750,311505,11636895350,886804262100,23743086,KSQ,전기제품
225570,KR7225570001,넥슨게임즈,KOSDAQ,우량기업부,13150,2,-80,-0.6,13230,13330,13000,244389,3209561370,866061288100,65860174,KSQ,게임엔터테인먼트
232140,KR7232140004,와이씨,KOSDAQ,우량기업부,10360,2,-190,-1.8,10330,10850,10260,1195424,12599309920,849989826000,82045350,KSQ,반도체와반도체장비
122870,KR7122870009,와이지엔터테인먼트,KOSDAQ GLOBAL,우량기업부,45150,2,-600,-1.31,45600,45750,44650,125355,5664128850,843900862350,18691049,KSQ,방송과엔터테인먼트
376300,KR7376300000,디어유,KOSDAQ,기술성장기업부,34900,2,-1100,-3.06,35500,36300,34550,119183,4211327900,828470369400,23738406,KSQ,양방향미디어와서비스
031980,KR7031980006,피에스케이홀딩스,KOSDAQ,우량기업부,38350,1,3350,9.57,34500,38700,34500,738880,27718907000,826917848250,21562395,KSQ,반도체와반도체장비
064760,KR7064760002,티씨케이,KOSDAQ GLOBAL,우량기업부,70100,1,100,0.14,70000,70800,68400,32033,2224389800,818417500000,11675000,KSQ,반도체와반도체장비
051980,KR7051980001,중앙첨단소재,KOSDAQ,중견기업부,8090,2,-450,-5.27,8370,8510,7950,997024,8126287620,808684514270,99961003,KSQ,통신장비
042000,KR7042000000,카페24,KOSDAQ,기술성장기업부,33050,2,-1400,-4.06,34750,35150,32800,490799,16463505750,801563434700,24253054,KSQ,IT서비스
036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,36650,2,-1200,-3.17,37350,38100,36350,43678,1610780250,768332652400,20964056,KSQ,전기제품
417200,KR7417200003,LS머트리얼즈,KOSDAQ,중견기업부,11160,1,160,1.45,10980,11250,10750,232990,2555746320,755003674440,67652659,KSQ,전기제품
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,23600,1,1400,6.31,22000,24500,22000,767473,18073233500,750833858400,31814994,KSQ,제약
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,61200,2,-2800,-4.38,64100,64100,60600,134181,8305061100,743935572000,12155810,KSQ,소프트웨어
053800,KR7053800009,안랩,KOSDAQ,우량기업부,66000,2,-2300,-3.37,67700,68200,65400,124133,8242492100,734349396000,11126506,KSQ,소프트웨어
033100,KR7033100009,제룡전기,KOSDAQ,우량기업부,45400,2,-1950,-4.12,46800,46950,44800,300799,13739214900,729233368600,16062409,KSQ,전기장비
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,59400,2,-600,-1.0,59500,60000,57800,64293,3783923600,724447033200,12196078,KSQ,화학
086450,KR7086450004,동국제약,KOSDAQ GLOBAL,우량기업부,16250,2,-470,-2.81,16700,16700,16190,75386,1229440560,722475000000,44460000,KSQ,제약
281740,KR7281740001,레이크머티리얼즈,KOSDAQ,우량기업부,10950,2,-160,-1.44,10960,11230,10800,183558,2011294800,719749500600,65730548,KSQ,화학
440110,KR7440110005,파두,KOSDAQ,기술성장기업부,14520,2,-140,-0.95,14660,15050,14440,102475,1507952180,716521285920,49347196,KSQ,반도체와반도체장비
084370,KR7084370006,유진테크,KOSDAQ,우량기업부,31100,1,250,0.81,30800,31850,30550,142294,4424745250,712688906200,22916042,KSQ,반도체와반도체장비
056190,KR7056190002,에스에프에이,KOSDAQ GLOBAL,우량기업부,19840,2,-50,-0.25,19940,19950,19480,50345,988789280,712429798400,35908760,KSQ,기계
213420,KR7213420003,덕산네오룩스,KOSDAQ GLOBAL,우량기업부,28100,2,-550,-1.92,28800,28950,27750,83586,2354486650,697756129900,24831179,KSQ,디스플레이장비및부품
014620,KR7014620009,성광벤드,KOSDAQ,우량기업부,23150,2,-550,-2.32,23800,23800,22800,485370,11273092950,646545863050,27928547,KSQ,기계
383310,KR7383310000,에코프로에이치엔,KOSDAQ GLOBAL,중견기업부,30050,2,-750,-2.44,30550,31200,29750,212530,6425336350,630296706600,20974932,KSQ,상업서비스와공급품
085660,KR7085660009,차바이오텍,KOSDAQ,중견기업부,11060,1,170,1.56,10820,11120,10820,510900,5606648630,622837739580,56314443,KSQ,건강관리업체및서비스
003380,KR7003380003,하림지주,KOSDAQ GLOBAL,우량기업부,5500,2,-130,-2.31,5620,5620,5420,242026,1328329640,616030915500,112005621,KSQ,식품
067310,KR7067310003,하나마이크론,KOSDAQ,우량기업부,9270,2,-130,-1.38,9260,9600,9180,301809,2813050950,614340967230,66271949,KSQ,반도체와반도체장비
323280,KR7323280008,태성,KOSDAQ,중견기업부,23300,2,-600,-2.51,23900,25050,22800,448077,10596800600,603254009000,25890730,KSQ,전자장비와기기
041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,7110,1,40,0.57,6980,7110,6850,1356935,9444105690,597240000000,84000000,KSQ,창업투자
317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,28800,2,-950,-3.19,29500,30100,28200,158233,4593475550,589725619200,20476584,KSQ,반도체와반도체장비
078340,KR7078340007,컴투스,KOSDAQ GLOBAL,우량기업부,46250,2,-1900,-3.95,48000,48000,45450,140799,6532379100,589121168750,12737755,KSQ,게임엔터테인먼트
222080,KR7222080004,씨아이에스,KOSDAQ,우량기업부,7400,2,-120,-1.6,7520,7550,7280,319621,2355285350,572551608600,77371839,KSQ,전기제품
241710,KR7241710003,코스메카코리아,KOSDAQ,우량기업부,53000,2,-300,-0.56,52900,53600,51300,72114,3772009000,566040000000,10680000,KSQ,화장품
048410,KR7048410005,현대바이오,KOSDAQ,중견기업부,14070,2,-720,-4.87,14800,15050,13930,236199,3424673390,560290024560,39821608,KSQ,화장품
084110,KR7084110006,휴온스글로벌,KOSDAQ,중견기업부,44150,1,2300,5.5,41650,46450,41600,166315,7401671100,557238871800,12621492,KSQ,제약
098460,KR7098460009,고영,KOSDAQ,우량기업부,8060,2,-180,-2.18,8220,8310,8000,347096,2811692760,553357325300,68654755,KSQ,전자장비와기기
053030,KR7053030003,바이넥스,KOSDAQ,우량기업부,16840,2,-540,-3.11,17370,17390,16770,276295,4694786760,550401725920,32684188,KSQ,제약
348210,KR7348210006,넥스틴,KOSDAQ GLOBAL,우량기업부,52200,2,-1300,-2.43,54200,54200,51600,32039,1686990500,544824450000,10437250,KSQ,반도체와반도체장비
082270,KR7082270000,젬백스,KOSDAQ,벤처기업부,13580,2,-550,-3.89,14130,15090,13470,482855,6789762850,543120882920,39994174,KSQ,반도체와반도체장비
101490,KR7101490001,에스앤에스텍,KOSDAQ,우량기업부,24850,2,-350,-1.39,25000,25900,24650,101717,2556789750,533068457950,21451447,KSQ,반도체와반도체장비
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,64700,1,1600,2.54,62400,65500,62400,80884,5234405100,525881600000,8128000,KSQ,건강관리장비와용품
290650,KR7290650001,엘앤씨바이오,KOSDAQ,우량기업부,23050,1,850,3.83,22100,23200,21700,222578,5070371350,522886737550,22684891,KSQ,건강관리장비와용품
251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,41500,1,1000,2.47,40050,41550,40050,35817,1467123100,514600000000,12400000,KSQ,포장재
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,6110,2,-560,-8.4,6670,6830,6080,1174877,7354088940,512127588960,83817936,KSQ,핸드셋
036540,KR7036540003,SFA반도체,KOSDAQ,우량기업부,3095,2,-35,-1.12,3110,3190,3070,335227,1043174275,509004637785,164460303,KSQ,반도체와반도체장비
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,20950,2,-800,-3.68,21600,21600,20700,630471,13257166050,506565636800,24179744,KSQ,소프트웨어
052020,KR7052020005,에스티큐브,KOSDAQ,관리종목(소속부없음),7400,1,350,4.96,7010,7520,7010,259061,1893710250,503076353400,67983291,KSQ,전자장비와기기
091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,29300,3,0,0.0,29250,30300,28800,292460,8603836550,501995024800,17132936,KSQ,핸드셋
228760,KR7228760005,지노믹트리,KOSDAQ,기술성장기업부,20500,2,-650,-3.07,20900,21450,20250,295732,6117252900,499427826500,24362333,KSQ,건강관리장비와용품
347850,KR7347850000,디앤디파마텍,KOSDAQ,기술성장기업부,46850,2,-2100,-4.29,48950,50300,46750,237155,11365960650,495114032650,10568069,KSQ,생물공학
009520,KR7009520008,포스코엠텍,KOSDAQ GLOBAL,우량기업부,11740,2,-380,-3.14,11980,12190,11700,137364,1632348580,488885333220,41642703,KSQ,철강
215200,KR7215200007,메가스터디교육,KOSDAQ GLOBAL,우량기업부,42650,2,-3350,-7.28,44850,45850,42550,53855,2331970150,488852380750,11461955,KSQ,교육서비스
069080,KR7069080000,웹젠,KOSDAQ GLOBAL,우량기업부,13930,2,-530,-3.67,14460,14460,13850,86538,1210379760,486865814120,34950884,KSQ,게임엔터테인먼트
083650,KR7083650002,비에이치아이,KOSDAQ,중견기업부,15660,1,820,5.53,14550,15860,14530,1993809,30826637630,484588912500,30944375,KSQ,에너지장비및서비스
131970,KR7131970006,두산테스나,KOSDAQ GLOBAL,우량기업부,24850,2,-300,-1.19,25000,25750,24500,118363,2966174650,480281864300,19327238,KSQ,반도체와반도체장비
064550,KR7064550007,바이오니아,KOSDAQ,우량기업부,18530,2,-270,-1.44,18970,19200,18350,117227,2173808330,478264692230,25810291,KSQ,생물공학
319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,16500,1,10,0.06,16470,16950,16220,170804,2822406970,477950781000,28966714,KSQ,반도체와반도체장비
200670,KR7200670008,휴메딕스,KOSDAQ,우량기업부,42550,2,-50,-0.12,41950,43950,41950,183711,7884719100,477833521500,11229930,KSQ,제약
460930,KR7460930001,현대힘스,KOSDAQ,중견기업부,13430,2,-550,-3.93,14080,14080,13220,413371,5619120550,475318199530,35392271,KSQ,조선
082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,20600,1,100,0.49,20300,20850,20200,58019,1187354600,471167587800,22872213,KSQ,전기제품
060370,KR7060370004,LS마린솔루션,KOSDAQ,중견기업부,14420,2,-240,-1.64,14540,14850,14070,329648,4758372720,471084874680,32668854,KSQ,건설
074600,KR7074600008,원익QnC,KOSDAQ GLOBAL,우량기업부,17870,2,-120,-0.67,17900,18390,17820,130487,2351642330,469766560000,26288000,KSQ,반도체와반도체장비
058610,KR7058610007,에스피지,KOSDAQ,우량기업부,21100,2,-600,-2.76,21500,21750,20700,202332,4258335800,467942296000,22177360,KSQ,전기제품
023160,KR7023160005,태광,KOSDAQ,우량기업부,17560,2,-460,-2.55,17940,17940,17330,365916,6425772070,465340000000,26500000,KSQ,기계
025980,KR7025980004,아난티,KOSDAQ,우량기업부,5240,2,-20,-0.38,5220,5280,5140,695907,3624566060,464418464720,88629478,KSQ,"호텔,레스토랑,레저"
314930,KR7314930009,바이오다인,KOSDAQ,기술성장기업부,15500,1,200,1.31,15300,15950,15290,206449,3225704660,461343596500,29764103,KSQ,건강관리장비와용품
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,15180,2,-70,-0.46,15150,15400,14980,391293,5929707210,455240518920,29989494,KSQ,화학
131290,KR7131290009,티에스이,KOSDAQ,우량기업부,40900,1,750,1.87,40500,42200,39950,51361,2105521750,452412446100,11061429,KSQ,반도체와반도체장비
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,9010,2,-50,-0.55,9000,9030,9000,232874,2096101690,450500000000,50000000,KSQ,상업서비스와공급품
166090,KR7166090001,하나머티리얼즈,KOSDAQ GLOBAL,우량기업부,22750,2,-750,-3.19,23500,23750,22750,53528,1235593400,449942083500,19777674,KSQ,반도체와반도체장비
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,44550,2,-1800,-3.88,45500,46600,44000,101132,4555480050,446121071550,10013941,KSQ,화장품
335890,KR7335890000,비올,KOSDAQ,중견기업부,7630,2,-120,-1.55,7610,7870,7610,459350,3529144600,445737923750,58419125,KSQ,건강관리장비와용품
046890,KR7046890000,서울반도체,KOSDAQ GLOBAL,우량기업부,7600,1,140,1.88,8670,8700,7570,3726186,30273705980,443121040000,58305400,KSQ,디스플레이장비및부품
418550,KR7418550000,제이오,KOSDAQ,기술성장기업부,13690,2,-260,-1.86,14090,14090,13500,111993,1534207740,438321943370,32017673,KSQ,건설
399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,37750,1,850,2.3,36500,38050,36500,149310,5600066000,437798830000,11597320,KSQ,반도체와반도체장비
290690,KR7290690007,소룩스,KOSDAQ,중견기업부,9600,1,100,1.05,9500,9830,9350,232955,2239986420,437417664000,45564340,KSQ,디스플레이장비및부품
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,26750,1,750,2.88,25750,27150,25500,298510,7842518300,435674441250,16286895,KSQ,핸드셋
206650,KR7206650004,유바이오로직스,KOSDAQ,기술성장기업부,11780,2,-260,-2.16,11990,12100,11750,129534,1534898830,430374136460,36534307,KSQ,생물공학
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,35250,2,-1300,-3.56,35850,36400,35050,37439,1325701050,428217000000,12148000,KSQ,전기제품
099430,KR7099430001,바이오플러스,KOSDAQ,중견기업부,7350,1,40,0.55,7270,7520,7190,869639,6361288260,425791850400,57930864,KSQ,건강관리장비와용품
372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,30050,1,150,0.5,29800,30450,28900,131011,3869689250,424099376200,14113124,KSQ,생물공학
099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,38650,2,-1000,-2.52,39200,39650,38350,52452,2035286750,423266894700,10951278,KSQ,우주항공과국방
099190,KR7099190001,아이센스,KOSDAQ,우량기업부,15260,2,-340,-2.18,15600,15600,14970,113811,1724629860,421805825980,27641273,KSQ,건강관리장비와용품
161580,KR7161580006,필옵틱스,KOSDAQ,중견기업부,18330,2,-400,-2.14,18560,19130,17910,453142,8378184370,418715489400,22843180,KSQ,전자장비와기기
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7080,2,-340,-4.58,7190,7220,7000,342727,2425046680,417140955120,58918214,KSQ,핸드셋
095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,19060,2,-540,-2.76,19780,19780,18980,93492,1793029560,416590912960,21856816,KSQ,게임엔터테인먼트
215000,KR7215000001,골프존,KOSDAQ GLOBAL,우량기업부,66200,2,-5300,-7.41,68500,69700,65900,48781,3253140900,415432473000,6275415,KSQ,"호텔,레스토랑,레저"
025900,KR7025900002,동화기업,KOSDAQ,중견기업부,8180,2,-170,-2.04,8450,8450,8110,49551,407889760,413558591300,50557285,KSQ,건축자재
272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,20100,2,-650,-3.13,20450,21500,19950,71578,1449322820,406575925800,20227658,KSQ,디스플레이장비및부품
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,6640,1,260,4.08,6500,7270,6460,34870883,239685680760,405672333840,61095231,KSQ,통신장비
160190,KR7160190005,하이젠알앤엠,KOSDAQ,중견기업부,12970,1,210,1.65,12680,12970,11960,2469174,30875332160,400617360000,30888000,KSQ,기계
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,87500,2,-1100,-1.24,86400,88100,86400,3432,300018300,397294975000,4540514,KSQ,상업서비스와공급품
015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,4935,2,-195,-3.8,5100,5120,4895,339537,1683389775,394800000000,80000000,KSQ,자동차부품
032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,10270,2,-390,-3.66,10500,10500,10200,63297,651959930,393341000000,38300000,KSQ,증권
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,26250,2,-650,-2.42,26900,28950,25800,523652,14263420300,391124973750,14899999,KSQ,IT서비스
183300,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,37150,1,200,0.54,36800,37900,36300,59253,2207605200,388614410600,10460684,KSQ,반도체와반도체장비
171090,KR7171090004,선익시스템,KOSDAQ,중견기업부,40850,2,-1500,-3.54,42300,42500,40750,42960,1774652100,387846444250,9494405,KSQ,디스플레이장비및부품
101360,KR7101360006,에코앤드림,KOSDAQ,벤처기업부,21800,2,-350,-1.58,21800,22350,21500,236911,5173503300,387737285200,17786114,KSQ,화학
189300,KR7189300007,인텔리안테크,KOSDAQ,우량기업부,36100,2,-1400,-3.73,37200,37700,35950,54147,1971043400,387473357400,10733334,KSQ,통신장비
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3280,2,-45,-1.35,3300,3320,3235,408914,1339460030,386190670240,117741058,KSQ,운송인프라
253590,KR7253590004,네오셈,KOSDAQ,우량기업부,8800,2,-90,-1.01,8800,9110,8700,287427,2548054390,386048643200,43869164,KSQ,반도체와반도체장비
336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,4280,2,-90,-2.06,4320,4380,4250,258821,1111031065,382377849320,89340619,KSQ,건강관리장비와용품
445090,KR7445090004,에이직랜드,KOSDAQ,벤처기업부,35450,1,1300,3.81,34150,37300,34100,981246,35254308750,381856268700,10771686,KSQ,반도체와반도체장비
393890,KR7393890009,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,11060,2,-190,-1.69,11110,11300,10910,143738,1584751530,374305172640,33843144,KSQ,전기제품
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,76500,2,-3400,-4.26,79400,79800,76500,16830,1306683000,373320000000,4880000,KSQ,IT서비스
035890,KR7035890003,서희건설,KOSDAQ,우량기업부,1594,2,-15,-0.93,1605,1613,1582,638964,1021078680,366314680458,229808457,KSQ,건설
144510,KR7144510005,지씨셀,KOSDAQ,우량기업부,23100,2,-450,-1.91,24050,24100,22550,62081,1433222950,364987946400,15800344,KSQ,건강관리업체및서비스
278280,KR7278280003,천보,KOSDAQ,우량기업부,36350,2,-600,-1.62,36400,36950,36050,17628,640919300,363500000000,10000000,KSQ,전기제품
206640,KR7206640005,바디텍메드,KOSDAQ,우량기업부,15440,2,-380,-2.4,15820,15980,15390,63149,987868710,362632486400,23486560,KSQ,생명과학도구및서비스
079370,KR7079370003,제우스,KOSDAQ,우량기업부,11690,1,290,2.54,11220,12280,11220,397119,4716458970,362588613100,31016990,KSQ,반도체와반도체장비
006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,5430,2,-90,-1.63,5500,5500,5260,103851,558896500,357983191890,65926923,KSQ,"호텔,레스토랑,레저"
025950,KR7025950007,동신건설,KOSDAQ,우량기업부,42600,2,-1000,-2.29,44150,44600,41350,256598,11033479400,357840000000,8400000,KSQ,건설
358570,KR7358570000,지아이이노베이션,KOSDAQ,기술성장기업부,8060,1,70,0.88,7970,8150,7820,338726,2697814190,357096679940,44304799,KSQ,생물공학
