Code,Name,Volatility,TotalReturn,Sector,Volume,Amount,Marcap,Risk
043150,바텍,1.57,-19.47,건강관리장비와용품,9629,188434650,291589045280,1
255220,SG,7.55,20.04,건축자재,2378052,7146360220,291046506000,3
101930,인화정공,3.86,31.14,조선,53292,1603916600,287991203350,2
036620,감성코퍼레이션,2.95,-16.33,"섬유,의류,신발,호화품",219902,693043780,288175658400,2
437730,삼현,7.97,5.41,자동차부품,536704,4842210920,283782724650,3
252990,샘씨엔에스,3.58,-25.76,반도체와반도체장비,2088165,10235085655,284641807125,2
053610,프로텍,3.1,-22.41,반도체와반도체장비,29869,756415700,283250000000,2
304100,솔트룩스,5.86,19.95,IT서비스,208545,4894482600,280216120800,3
032820,우리기술,3.27,-19.82,우주항공과국방,1665220,2908660765,282037238984,2
900290,GRT,5.98,7.14,화학,49270,170335690,280953750000,3
211050,인카금융서비스,3.2,7.48,손해보험,392797,2152387040,281561304000,2
439090,마녀공장,4.37,-16.22,화장품,239874,4138140340,280559593800,2
003800,에이스침대,1.15,-9.37,가구,1536,38447400,278913500000,1
226950,올릭스,7.66,-29.56,생명과학도구및서비스,783972,12711445820,283169849820,3
047560,이스트소프트,7.03,71.36,소프트웨어,414056,9959675200,276847031700,3
267980,매일유업,1.18,-10.24,식품,4460,156513100,275311693800,1
356680,엑스게이트,8.13,126.56,소프트웨어,3023075,30290857410,274873827960,3
084650,랩지노믹스,5.71,15.37,생명과학도구및서비스,27264342,101684260100,272089563350,3
041960,코미팜,1.58,-6.1,제약,32195,124483140,272248708215,1
200710,에이디테크놀로지,5.95,16.41,반도체와반도체장비,351941,7011937280,269488481100,3
179290,엠아이텍,2.4,2.83,건강관리장비와용품,139324,1151477020,271871695200,2
089010,켐트로닉스,2.78,-14.05,화학,247622,4280110960,269424459220,2
458650,성우,6.61,-37.38,전기제품,42476,751929820,268264296100,3
475400,씨메스,6.12,16.37,기계,780298,18620430100,268154733000,3
126700,하이비젼시스템,3.57,4.55,핸드셋,120339,2157549300,268659173760,2
031330,에스에이엠티,2.1,-17.26,전자장비와기기,127751,341554040,267986779560,1
058820,CMG제약,2.5,-10.09,제약,239213,458577992,266673108480,2
263720,디앤씨미디어,3.23,14.76,출판,59608,1273227400,264892603950,2
123860,아나패스,2.82,9.22,디스플레이장비및부품,36567,801637450,264896617750,2
071280,로체시스템즈,3.65,-6.05,반도체와반도체장비,58923,1014542610,265396062050,2
056080,유진로봇,5.19,20.07,기계,302761,2146938010,264835793120,3
265520,AP시스템,2.52,-7.79,디스플레이장비및부품,172943,2961340000,264062954880,2
205470,휴마시스,6.63,35.22,생명과학도구및서비스,19917706,41166584721,265865643495,3
045660,에이텍,9.74,117.9,컴퓨터와주변기기,362377,11679380500,263907000000,3
416180,신성에스티,3.88,4.46,전기제품,33142,959398400,262153562000,2
107640,한중엔시에스,5.31,-41.41,자동차부품,184704,5372979550,262871881300,3
095700,제넥신,5.23,-10.62,생물공학,130928,746410210,260036220740,3
299900,위지윅스튜디오,7.66,12.93,방송과엔터테인먼트,708296,1074250907,259823254796,3
466100,클로봇,6.9,8.79,기계,3817254,40939132710,258320156960,3
023410,유진기업,1.08,-3.75,건축자재,155881,520047765,258218282420,1
217270,넵튠,3.16,-0.9,게임엔터테인먼트,139266,757300500,257185586500,2
060150,인선이엔티,2.63,-2.3,상업서비스와공급품,81163,446566380,257031138240,2
121800,비덴트,0.0,0.0,디스플레이패널,0,0,256309348520,1
114190,강원에너지,3.45,-34.75,전자장비와기기,69402,676258790,256267002780,2
086390,유니테스트,3.7,29.2,반도체와반도체장비,446395,5249805800,260372432320,2
100790,미래에셋벤처투자,6.03,-3.13,창업투자,187131,895177475,254998243200,3
095500,미래나노텍,3.1,-32.29,디스플레이장비및부품,114593,933176330,254281991800,2
174900,앱클론,2.96,-10.5,생물공학,32320,471711720,253709616160,2
118990,모트렉스,2.97,-11.08,자동차부품,86266,872901550,253592298000,2
151860,KG에코솔루션,3.18,-8.32,자동차,50114,257262160,253371490320,2
402030,코난테크놀로지,5.55,37.84,소프트웨어,39575,877409250,253427064800,3
150840,인트로메딕,0.0,0.0,건강관리장비와용품,0,0,251537720850,1
396270,넥스트칩,4.93,17.43,반도체와반도체장비,329674,4578142620,253606938800,3
110990,디아이티,3.96,-16.48,디스플레이장비및부품,117159,1552924700,251370000000,2
323990,박셀바이오,2.94,-21.41,제약,57279,630001610,252005472000,2
014940,오리엔탈정공,4.06,52.71,조선,912274,4949969620,249743662280,2
005160,동국산업,3.22,-36.16,철강,40341,185821030,250609506840,2
950130,엑세스바이오,3.78,6.26,생명과학도구및서비스,1281047,8618693010,250512804480,2
039840,디오,1.87,2.65,건강관리장비와용품,4968,82797120,249745855850,1
365330,에스와이스틸텍,7.92,92.88,건축자재,1145438,9370457550,249165400000,3
304360,에스바이오메딕스,7.96,-31.72,생물공학,110873,2360078550,247836295600,3
268600,셀리버리,0.0,0.0,생물공학,0,0,248384003120,1
298830,슈어소프트테크,3.65,-16.61,소프트웨어,504267,2381193395,248625063225,2
035600,KG이니시스,2.03,-7.14,IT서비스,46886,413037390,247512329580,1
096040,이트론,0.0,0.0,IT서비스,0,0,245561580945,1
270520,지오릿에너지,7.31,43.95,에너지장비및서비스,608515,932029204,242473530222,3
090360,로보스타,3.9,10.02,기계,167461,4135797450,240337500000,2
104830,원익머트리얼즈,2.5,-20.79,화학,69502,1296468090,239552000000,2
190510,나무가,2.99,16.8,핸드셋,225841,3321222150,236646787200,2
230240,에치에프알,4.62,88.27,통신장비,255745,4601170010,238231100000,3
054950,제이브이엠,2.6,-9.07,건강관리장비와용품,42981,845511020,237203681040,2
322510,제이엘케이,4.75,-17.25,건강관리기술,271821,2513935710,235121095320,3
370090,퓨런티어,6.12,40.21,전자장비와기기,223147,6247051600,235490349500,3
360070,탑머티리얼,3.72,-28.36,전자장비와기기,21848,631775550,235033221300,2
208340,파멥신,0.0,0.0,생물공학,0,0,233786229820,1
051500,CJ프레시웨이,2.31,3.0,식품과기본식료품소매,65693,1275731220,232683085600,2
064260,다날,3.34,3.08,IT서비스,880051,2925366040,231668774400,2
176750,듀켐바이오,6.53,-44.33,제약,140615,1132358340,230771834200,3
044490,태웅,3.84,-20.25,에너지장비및서비스,38790,447442350,230084881500,2
092040,아미코젠,4.23,-3.64,생물공학,182876,753109305,231902332605,2
078150,HB테크놀러지,3.97,-1.0,디스플레이장비및부품,11355575,28271171840,230399051260,2
079940,가비아,2.42,23.7,IT서비스,25106,425176520,228888416440,2
950170,JTC,2.05,3.52,백화점과일반상점,39336,172611670,228460126420,1
122640,예스티,6.37,-39.78,반도체와반도체장비,89233,963154040,227928876120,3
297890,HB솔루션,3.59,-30.17,디스플레이장비및부품,979891,3021006165,227833947110,2
051370,인터플렉스,2.41,-10.86,전자장비와기기,42529,410574330,227442852000,2
425420,티에프이,5.08,17.06,반도체와반도체장비,105747,2066225870,231603350000,3
063080,컴투스홀딩스,6.51,54.57,게임엔터테인먼트,57489,1943200900,223247249200,3
448280,에코아이,5.4,0.0,상업서비스와공급품,102795,2347766850,222727319650,3
039980,폴라리스AI,5.49,22.42,IT서비스,2744289,8577478535,222314025300,3
047310,파워로직스,4.01,16.76,핸드셋,189300,1152864870,222593390400,2
182360,큐브엔터,3.44,16.07,방송과엔터테인먼트,92003,1388831260,220176226270,2
067080,대화제약,4.19,-36.43,제약,188871,2215583380,219304137000,2
464080,에스오에스랩,7.22,71.11,전자장비와기기,3491203,45393499450,218547418800,3
048870,시너지이노베이션,2.96,-11.06,건강관리장비와용품,92521,244080730,218763569880,2
270660,에브리봇,3.89,4.9,가정용기기와용품,157697,2832366840,217645920500,2
045390,대아티아이,2.68,21.89,IT서비스,238930,731598325,217762734930,2
288330,브릿지바이오테라퓨틱스,8.5,-11.0,제약,1466991,6542516005,215258087100,3
057880,푸른소나무,0.0,0.0,건강관리업체및서비스,0,0,216061434720,1
377450,리파인,4.35,-15.05,상업서비스와공급품,48727,617811070,215411900000,2
100120,뷰웍스,1.81,-18.13,건강관리장비와용품,3689,79248050,214540004250,1
441270,파인엠텍,4.95,-6.03,핸드셋,906929,5160652120,214159946790,3
030530,원익홀딩스,5.88,14.94,반도체와반도체장비,889736,2437591285,213949207370,3
054450,텔레칩스,3.61,2.24,반도체와반도체장비,143614,2020456250,213685127630,2
443670,에스피소프트,6.99,9.54,IT서비스,360863,3160467410,211278152160,3
357550,석경에이티,1.95,-17.36,화학,3622,139212200,211654000000,1
278650,HLB바이오스텝,3.25,10.45,생명과학도구및서비스,299094,729758670,211188984215,2
043370,피에이치에이,1.7,-1.29,자동차부품,8961,88721530,209580000000,1
013120,동원개발,1.22,-11.98,건설,30709,70695365,209766711000,1
204620,글로벌텍스프리,3.17,10.99,기타금융,137519,468697780,209016839700,2
389260,대명에너지,3.38,-12.15,에너지장비및서비스,26428,323497790,208351000000,2
078020,LS증권,1.52,-14.93,증권,22424,84307165,208331868450,1
143240,사람인,2.75,4.59,상업서비스와공급품,10548,185825720,206551399320,2
036890,진성티이씨,2.66,8.24,기계,57150,522461540,206612042920,2
476060,온코닉테라퓨틱스,10.57,-10.14,제약,6173116,121287022660,207327992400,3
322310,오로스테크놀로지,5.89,29.12,반도체와반도체장비,263608,5606346820,206532251100,3
243840,신흥에스이씨,2.68,-41.46,전기제품,91536,480862040,205492504800,2
456070,이엔셀,7.35,-12.69,제약,5656163,110004308810,204023770390,3
475960,토모큐브,6.87,28.47,생명과학도구및서비스,141609,2221839350,202890086700,3
144960,뉴파워프라즈마,2.97,-6.63,반도체와반도체장비,61642,284998770,203389164720,2
053300,한국정보인증,2.85,19.5,IT서비스,1417953,6972827955,202869705580,2
203400,에이비온,2.61,-11.61,제약,56243,414627010,202119589500,2
424960,스마트레이더시스템,5.34,27.25,자동차부품,860079,11318344160,202228232800,3
036200,유니셈,3.14,-10.85,반도체와반도체장비,515723,3358765980,201770587340,2
293780,압타바이오,3.7,-8.31,제약,143019,1057712890,200266132000,2
060720,KH바텍,2.35,-12.69,핸드셋,55731,466408630,200547933740,2
389470,인벤티지랩,7.23,-6.9,제약,588503,11735605110,201283433700,3
199820,제일일렉트릭,4.1,-8.62,전기장비,178606,1609387950,200202200000,2
123330,제닉,6.07,35.48,화장품,138316,3532389700,200412302000,3
024060,흥구석유,3.23,-34.12,석유와가스,190717,2535183010,199950000000,2
114810,한솔아이원스,2.96,-13.07,반도체와반도체장비,72562,488122590,199425241900,2
336680,탑런토탈솔루션,3.68,-25.57,자동차부품,37761,381911820,198663706850,2
211270,AP위성,5.23,23.04,통신장비,131586,1731415600,198181474560,3
036560,영풍정밀,7.28,-59.68,기계,23544,295186910,197662500000,3
024810,이화전기,0.0,0.0,전기장비,0,0,196834827360,1
048530,인트론바이오,3.45,-5.28,생명과학도구및서비스,31406,181332900,196708389120,2
086980,쇼박스,4.49,-19.35,방송과엔터테인먼트,479807,1485097675,194177800000,3
337930,브랜드엑스코퍼레이션,3.99,-35.0,"섬유,의류,신발,호화품",242956,1570590830,194335556610,2
205500,액션스퀘어,7.32,236.18,게임엔터테인먼트,338137,1235403185,193951528200,3
473980,노머스,7.25,-1.48,방송과엔터테인먼트,152623,2709567850,193062028130,3
042370,비츠로테크,2.54,3.23,전기장비,72947,534156790,192832184000,2
109610,에스와이,4.37,3.01,건축자재,206377,812833465,192206082000,2
203650,드림시큐리티,3.85,19.65,상업서비스와공급품,1752005,6752057610,192807922740,2
034810,해성산업,2.02,-14.04,종이와목재,8523,50109440,191434319160,1
011040,경동제약,1.4,-0.32,제약,20563,127298850,191074036860,1
083930,아바코,2.73,-11.15,전기제품,31519,402827480,190287302480,2
077360,덕산하이메탈,2.98,-15.79,반도체와반도체장비,81839,338984800,190153853370,2
086820,바이오솔루션,3.94,58.51,생물공학,46637,1092875900,188113140600,2
068930,디지털대성,1.55,-5.52,교육서비스,28304,193353620,189022585860,1
474170,루미르,8.47,-14.73,우주항공과국방,859798,9442733090,189686347200,3
307750,국전약품,2.75,-10.49,제약,147976,570903715,188671339305,2
053080,케이엔솔,2.95,-14.29,기계,1713435,25199965170,188237205360,2
032620,유비케어,3.6,-7.89,건강관리기술,73820,266559810,189214628875,2
065660,안트로젠,3.55,30.1,제약,12353,236753180,188107440090,2
049950,미래컴퍼니,3.34,2.91,디스플레이장비및부품,21178,448637650,187380035000,2
080160,모두투어,3.13,-4.52,"호텔,레스토랑,레저",26311,260813850,187677000000,2
065500,오리엔트정공,11.46,380.55,자동차부품,2268652,13759557040,187918039040,3
016790,현대사료,0.0,0.0,식품,0,0,187340898626,1
475580,에이럭스,8.77,38.02,교육서비스,2461036,35037504970,187851102600,3
092730,네오팜,2.48,-10.07,화장품,46084,536150720,186405512070,2
036220,오상헬스케어,4.27,1.41,생명과학도구및서비스,888413,12199958140,186623678080,2
046440,KG모빌리언스,1.88,6.55,IT서비스,48642,233333585,185586215040,1
108230,톱텍,2.42,-10.28,디스플레이장비및부품,39140,190203840,185553435600,2
017890,한국알콜,1.46,-6.91,화학,23281,199963850,185809536000,1
083790,CG인바이츠,2.5,-5.28,생명과학도구및서비스,48430,117369860,185699449530,2
073010,케이에스피,2.98,13.53,조선,1044185,4711795295,185884531250,2
