Code,Name,Volatility,TotalReturn,AvgReturn,Sector,Volume,Amount,Marcap,Risk
226330,신테카바이오,6.2,33.76,1.381005691792576,건강관리업체및서비스,364424,2263171010,96128392500,3
054920,한컴위드,4.38,34.39,1.3981374435421283,비철금속,3332365,11526554645,95938075400,2
003100,선광,1.05,1.89,0.0013790727860760496,운송인프라,10792,156542600,95832000000,1
263860,지니언스,2.72,18.54,0.6957418821108834,소프트웨어,50519,520974510,95789780000,2
246710,티앤알바이오팹,6.29,-9.94,-0.7432231331237926,생물공학,76239,338949715,95667916320,3
120240,대정화금,2.5,14.46,0.4826637571153307,화학,7128,94130050,95632200300,2
054800,아이디스홀딩스,1.29,3.7,0.07443625427876713,컴퓨터와주변기기,2282,21053800,95613265440,1
039020,이건홀딩스,2.94,-2.2,0.10720022526760939,건축자재,150488,638247280,95307471980,2
289930,웨이비스,5.57,8.73,-0.12835204438135717,우주항공과국방,243766,1894494960,95148906800,3
054780,키이스트,4.02,15.03,0.28671478933984007,방송과엔터테인먼트,122694,590114475,95002273980,2
330350,위더스제약,4.21,28.16,1.018199574494986,제약,39587,282200740,94923379410,2
040420,정상제이엘에스,2.07,-5.62,-0.38568356880601556,교육서비스,46005,277743270,94692414080,1
170920,엘티씨,3.43,18.26,0.4629464470470196,반도체와반도체장비,62262,588012180,94624233000,2
025550,한국선재,6.67,7.41,1.4595826214000571,철강,755247,3141659745,94598000000,3
041920,메디아나,3.73,18.0,0.4574005643041126,건강관리장비와용품,126638,637433550,94478972840,2
199430,케이엔알시스템,7.48,60.33,2.2767774826618754,기계,546418,4892724550,94440425970,3
264660,씨앤지하이테크,3.8,18.9,0.569401090966352,반도체와반도체장비,20184,196524160,94353380800,2
216050,인크로스,2.97,9.55,0.07229721029422914,광고,34116,249321200,94269249480,2
250060,모비스,3.75,16.77,0.48056972953369737,소프트웨어,556541,1618247195,94101093450,2
314130,지놈앤컴퍼니,3.81,21.49,0.7853645934602544,제약,117639,355465460,93727667825,2
066980,한성크린텍,3.24,17.32,0.6033828332273247,건설,162368,286644744,93223549375,2
059210,메타바이오메드,2.71,19.08,0.7341196303313727,건강관리장비와용품,66398,259351395,93063168900,2
215360,우리산업,2.58,14.49,0.39835657470382185,자동차부품,15463,156701010,93056740970,2
065130,탑엔지니어링,4.43,42.74,1.6236395059743485,핸드셋,105381,602651060,92997802620,2
097800,윈팩,7.2,41.06,1.6806455231799824,반도체와반도체장비,8388578,6741919405,92810832513,3
291230,엔피,4.76,21.66,0.5614965422883194,광고,315392,667799900,92380648625,3
452400,이닉스,4.2,26.43,0.8232346802019976,전기제품,40676,410277530,91984279920,2
219130,타이거일렉,4.02,20.23,0.7334711149319753,반도체와반도체장비,26035,372290500,91936062400,2
048430,유라테크,4.53,14.51,0.6910852041831366,자동차부품,92581,747302710,91814400000,2
126730,코칩,4.28,34.88,1.2684659365817812,전기제품,31133,332929570,91752333400,2
038880,아이에이,8.64,102.8,3.8203490490749306,자동차부품,59422808,17338063243,91447063580,3
014200,광림,0.0,0.0,0.0,기계,0,0,91311391200,1
067370,선바이오,2.39,2.64,0.04260169739661163,생물공학,10369,73520490,90997171450,1
064850,에프앤가이드,2.62,5.15,0.13786845861892522,IT서비스,40599,323119460,90940346040,2
080580,오킨스전자,4.28,39.21,1.435909168603271,반도체와반도체장비,180532,922000585,90694798740,2
042500,링네트,3.54,17.87,0.8323533156968524,IT서비스,67182,319220650,90583136500,2
142280,녹십자엠에스,4.26,32.91,1.3024025228446565,건강관리장비와용품,2828183,11652132805,90446412160,2
171120,라이온켐텍,5.92,12.3,0.33068927244752583,건축자재,131022,327574780,90113417600,3
041930,동아화성,3.47,17.77,0.536023755112656,자동차부품,12312,69782610,90060000000,2
141000,비아트론,2.03,18.88,0.765020752211824,디스플레이장비및부품,19847,147940080,90012295300,1
300120,라온피플,5.38,39.19,1.3319639246053454,소프트웨어,273520,1180242875,90010951780,3
036090,위지트,3.21,10.32,0.19717743716444433,디스플레이장비및부품,1479787,1119179711,89859743556,2
137950,제이씨케미칼,3.17,15.29,0.29523311265151747,에너지장비및서비스,44339,180769710,89850629490,2
465480,인스피언,7.06,27.52,0.9213299294312792,IT서비스,679033,5987132630,89719282200,3
037950,엘컴텍,2.38,12.08,0.4018434021670267,핸드셋,395470,415633537,89345475102,1
126880,제이엔케이글로벌,3.72,33.68,1.330050906655876,석유와가스,107338,414816760,89338876550,2
